article_key,official_source_url,official_source_access_date,source_location_status,official_article_present_flag,official_text_capture_status,source_notes,arabic_source_verified_by_owner_flag,reviewer_notes
labor_law_art_032,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 002,pending_owner_review,Batch 002 text captured
labor_law_art_033,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 002,pending_owner_review,Batch 002 text captured
labor_law_art_034,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 002,pending_owner_review,Batch 002 text captured
labor_law_art_035,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended and renumbered article; BOE main DOM may be base text; amendment shown through popup; renumbered by amendment via M/44; current consolidated text not safely captured,pending_owner_review,Batch 002: amended and renumbered article popup reconciliation needed
labor_law_art_036,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 002,pending_owner_review,Batch 002 text captured
labor_law_art_037,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 002: amended article popup reconciliation needed
labor_law_art_038,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 002,pending_owner_review,Batch 002 text captured
labor_law_art_039,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 002: amended article popup reconciliation needed
labor_law_art_040,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 002: amended article popup reconciliation needed
labor_law_art_041,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 002,pending_owner_review,Batch 002 text captured
labor_law_art_042,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 002: amended article popup reconciliation needed
labor_law_art_043,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 002: amended article popup reconciliation needed
labor_law_art_044,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 002: amended article popup reconciliation needed
labor_law_art_045,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 002,pending_owner_review,Batch 002 text captured
labor_law_art_046,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 002: amended article popup reconciliation needed
labor_law_art_047,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 002: amended article popup reconciliation needed
labor_law_art_048,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 002: amended article popup reconciliation needed
labor_law_art_049,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 002,pending_owner_review,Batch 002 text captured
labor_law_art_050,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 002,pending_owner_review,Batch 002 text captured
labor_law_art_051,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-08,LOCATED_POPUP,yes,CAPTURED_FROM_BOE_POPUP,Remediation pilot: current official Arabic text captured from BOE amendment popup (decree M/44); text_location=popup,pending,Remediation pilot capture; pending owner verification
labor_law_art_052,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 003: amended article popup reconciliation needed
labor_law_art_053,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 003: amended article popup reconciliation needed
labor_law_art_054,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 003: amended article popup reconciliation needed
labor_law_art_055,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-08,LOCATED_POPUP,yes,CAPTURED_FROM_BOE_POPUP,Remediation pilot: current official Arabic text captured from BOE amendment popup (decree M/46); text_location=popup,pending,Remediation pilot capture; pending owner verification
labor_law_art_056,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_057,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_058,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended and renumbered article; BOE main DOM may be base text; amendment shown through popup; renumbered by amendment; current consolidated text not safely captured,pending_owner_review,Batch 003: amended and renumbered article popup reconciliation needed
labor_law_art_059,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_060,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_061,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 003: amended article popup reconciliation needed
labor_law_art_062,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_063,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_064,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 003: amended article popup reconciliation needed
labor_law_art_065,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_066,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_067,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_068,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_069,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_070,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_071,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,ARTICLE_TEXT_CAPTURED_FROM_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,BOE DOM article text extracted for batch 003,pending_owner_review,Batch 003 text captured
labor_law_art_072,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 003: amended article popup reconciliation needed
labor_law_art_073,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 003: amended article popup reconciliation needed
labor_law_art_074,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 003: amended article popup reconciliation needed
labor_law_art_075,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,SOURCE_PAGE_IDENTIFIED,yes,NEEDS_MANUAL_CAPTURE,Amended article; BOE main DOM may be base text; amendment shown through popup; current consolidated text not safely captured,pending_owner_review,Batch 003: amended article popup reconciliation needed
labor_law_art_076,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-08,LOCATED_POPUP,yes,CAPTURED_FROM_BOE_POPUP,Remediation pilot: current official Arabic text captured from BOE amendment popup (decree M/46); text_location=popup,pending,Remediation pilot capture; pending owner verification
labor_law_art_077,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,LOCATED_ON_BOE,yes,NEEDS_MANUAL_CAPTURE,Batch 004: amended article; popup reconciliation needed,pending_owner_review,Batch 004: amended; needs popup/current-text reconciliation
labor_law_art_078,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,LOCATED_ON_BOE,yes,NEEDS_MANUAL_CAPTURE,Batch 004: deleted or abolished article; needs manual review,pending_owner_review,Batch 004: deleted/abolished; not ready
labor_law_art_079,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,LOCATED_ON_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,Batch 004: BOE official Arabic text captured,pending_owner_review,Batch 004: clean capture from BOE DOM
labor_law_art_079_mukarrar,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,LOCATED_ON_BOE,yes,OFFICIAL_TEXT_CAPTURED_BATCH,Batch 004: confirmed independent mukarrar article; BOE official Arabic text captured,pending_owner_review,Batch 004: mukarrar article text captured from BOE
